type,t_rel,t_abs,left_j1,left_j2,left_j3,left_j4,left_j5,left_j6
cmd,0.000000,179.839000,0.500001,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.010000,179.849000,0.501572,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.020000,179.859000,0.503141,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.030000,179.869000,0.504707,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.040000,179.879000,0.506268,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.050000,179.889000,0.507823,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.060000,179.899000,0.509371,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.070000,179.909000,0.510909,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.080000,179.919000,0.512436,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.090000,179.929000,0.513951,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.100000,179.939000,0.515452,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.110000,179.949000,0.516938,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.120000,179.959000,0.518408,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.130000,179.969000,0.519859,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.140000,179.979000,0.521290,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.150000,179.989000,0.522701,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.160000,179.999000,0.524089,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.170000,180.009000,0.525454,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.180000,180.019000,0.526793,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.190000,180.029000,0.528106,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.200000,180.039000,0.529391,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.210000,180.049000,0.530647,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.220000,180.059000,0.531873,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.230000,180.069000,0.533067,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.240000,180.079000,0.534229,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.250000,180.089000,0.535357,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.260000,180.099000,0.536450,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.270000,180.109000,0.537507,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.280000,180.119000,0.538527,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.290000,180.129000,0.539509,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.300000,180.139000,0.540452,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.310000,180.149000,0.541356,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.320000,180.159000,0.542218,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.330000,180.169000,0.543039,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.340000,180.179000,0.543817,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.350000,180.189000,0.544552,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.360000,180.199000,0.545243,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.370000,180.209000,0.545889,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.380000,180.219000,0.546490,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.390000,180.229000,0.547046,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.400000,180.239000,0.547554,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.410000,180.249000,0.548016,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.420000,180.259000,0.548431,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.430000,180.269000,0.548797,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.440000,180.279000,0.549116,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.450000,180.289000,0.549386,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.460000,180.299000,0.549607,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.470000,180.309000,0.549780,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.480000,180.319000,0.549903,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.490000,180.329000,0.549977,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.500000,180.339000,0.550001,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.510000,180.349000,0.549977,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.520000,180.359000,0.549903,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.530000,180.369000,0.549780,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.540000,180.379000,0.549607,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.550000,180.389000,0.549386,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.560000,180.399000,0.549116,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.570000,180.409000,0.548797,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.580000,180.419000,0.548431,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.590000,180.429000,0.548016,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.600000,180.439000,0.547554,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.610000,180.449000,0.547046,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.620000,180.459000,0.546490,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.630000,180.469000,0.545889,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.640000,180.479000,0.545243,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.650000,180.489000,0.544552,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.660000,180.499000,0.543817,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.670000,180.509000,0.543039,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.680000,180.519000,0.542218,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.690000,180.529000,0.541356,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.700000,180.539000,0.540452,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.710000,180.549000,0.539509,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.720000,180.559000,0.538527,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.730000,180.569000,0.537507,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.740000,180.579000,0.536450,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.750000,180.589000,0.535357,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.760000,180.599000,0.534229,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.770000,180.609000,0.533067,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.780000,180.619000,0.531873,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.790000,180.629000,0.530647,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.800000,180.639000,0.529391,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.810000,180.649000,0.528106,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.820000,180.659000,0.526793,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.830000,180.669000,0.525454,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.840000,180.679000,0.524089,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.850000,180.689000,0.522701,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.860000,180.699000,0.521290,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.870000,180.709000,0.519859,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.880000,180.719000,0.518408,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.890000,180.729000,0.516938,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.900000,180.739000,0.515452,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.910000,180.749000,0.513951,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.920000,180.759000,0.512436,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.930000,180.769000,0.510909,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.940000,180.779000,0.509371,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.950000,180.789000,0.507823,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.960000,180.799000,0.506268,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.970000,180.809000,0.504707,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.980000,180.819000,0.503141,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,0.990000,180.829000,0.501572,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.000000,180.839000,0.500001,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.010000,180.849000,0.498431,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.020000,180.859000,0.496862,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.030000,180.869000,0.495296,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.040000,180.879000,0.493735,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.050000,180.889000,0.492180,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.060000,180.899000,0.490632,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.070000,180.909000,0.489094,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.080000,180.919000,0.487567,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.090000,180.929000,0.486052,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.100000,180.939000,0.484551,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.110000,180.949000,0.483065,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.120000,180.959000,0.481595,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.130000,180.969000,0.480144,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.140000,180.979000,0.478713,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.150000,180.989000,0.477302,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.160000,180.999000,0.475914,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.170000,181.009000,0.474549,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.180000,181.019000,0.473210,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.190000,181.029000,0.471897,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.200000,181.039000,0.470612,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.210000,181.049000,0.469356,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.220000,181.059000,0.468130,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.230000,181.069000,0.466936,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.240000,181.079000,0.465774,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.250000,181.089000,0.464646,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.260000,181.099000,0.463553,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.270000,181.109000,0.462496,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.280000,181.119000,0.461476,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.290000,181.129000,0.460494,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.300000,181.139000,0.459551,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.310000,181.149000,0.458647,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.320000,181.159000,0.457785,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.330000,181.169000,0.456964,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.340000,181.179000,0.456186,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.350000,181.189000,0.455451,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.360000,181.199000,0.454760,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.370000,181.209000,0.454114,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.380000,181.219000,0.453513,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.390000,181.229000,0.452957,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.400000,181.239000,0.452449,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.410000,181.249000,0.451987,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.420000,181.259000,0.451572,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.430000,181.269000,0.451206,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.440000,181.279000,0.450887,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.450000,181.289000,0.450617,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.460000,181.299000,0.450396,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.470000,181.309000,0.450223,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.480000,181.319000,0.450100,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.490000,181.329000,0.450026,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.500000,181.339000,0.450001,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.510000,181.349000,0.450026,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.520000,181.359000,0.450100,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.530000,181.369000,0.450223,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.540000,181.379000,0.450396,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.550000,181.389000,0.450617,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.560000,181.399000,0.450887,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.570000,181.409000,0.451206,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.580000,181.419000,0.451572,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.590000,181.429000,0.451987,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.600000,181.439000,0.452449,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.610000,181.449000,0.452957,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.620000,181.459000,0.453513,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.630000,181.469000,0.454114,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.640000,181.479000,0.454760,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.650000,181.489000,0.455451,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.660000,181.499000,0.456186,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.670000,181.509000,0.456964,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.680000,181.519000,0.457785,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.690000,181.529000,0.458647,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.700000,181.539000,0.459551,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.710000,181.549000,0.460494,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.720000,181.559000,0.461476,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.730000,181.569000,0.462496,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.740000,181.579000,0.463553,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.750000,181.589000,0.464646,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.760000,181.599000,0.465774,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.770000,181.609000,0.466936,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.780000,181.619000,0.468130,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.790000,181.629000,0.469356,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.800000,181.639000,0.470612,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.810000,181.649000,0.471897,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.820000,181.659000,0.473210,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.830000,181.669000,0.474549,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.840000,181.679000,0.475914,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.850000,181.689000,0.477302,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.860000,181.699000,0.478713,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.870000,181.709000,0.480144,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.880000,181.719000,0.481595,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.890000,181.729000,0.483065,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.900000,181.739000,0.484551,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.910000,181.749000,0.486052,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.920000,181.759000,0.487567,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.930000,181.769000,0.489094,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.940000,181.779000,0.490632,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.950000,181.789000,0.492180,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.960000,181.799000,0.493735,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.970000,181.809000,0.495296,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.980000,181.819000,0.496862,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,1.990000,181.829000,0.498431,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.000000,181.839000,0.500001,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.010000,181.849000,0.501572,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.020000,181.859000,0.503141,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.030000,181.869000,0.504707,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.040000,181.879000,0.506268,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.050000,181.889000,0.507823,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.060000,181.899000,0.509371,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.070000,181.909000,0.510909,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.080000,181.919000,0.512436,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.090000,181.929000,0.513951,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.100000,181.939000,0.515452,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.110000,181.949000,0.516938,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.120000,181.959000,0.518408,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.130000,181.969000,0.519859,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.140000,181.979000,0.521290,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.150000,181.989000,0.522701,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.160000,181.999000,0.524089,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.170000,182.009000,0.525454,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.180000,182.019000,0.526793,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.190000,182.029000,0.528106,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.200000,182.039000,0.529391,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.210000,182.049000,0.530647,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.220000,182.059000,0.531873,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.230000,182.069000,0.533067,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.240000,182.079000,0.534229,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.250000,182.089000,0.535357,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.260000,182.099000,0.536450,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.270000,182.109000,0.537507,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.280000,182.119000,0.538527,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.290000,182.129000,0.539509,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.300000,182.139000,0.540452,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.310000,182.149000,0.541356,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.320000,182.159000,0.542218,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.330000,182.169000,0.543039,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.340000,182.179000,0.543817,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.350000,182.189000,0.544552,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.360000,182.199000,0.545243,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.370000,182.209000,0.545889,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.380000,182.219000,0.546490,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.390000,182.229000,0.547046,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.400000,182.239000,0.547554,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.410000,182.249000,0.548016,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.420000,182.259000,0.548431,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.430000,182.269000,0.548797,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.440000,182.279000,0.549116,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.450000,182.289000,0.549386,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.460000,182.299000,0.549607,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.470000,182.309000,0.549780,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.480000,182.319000,0.549903,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.490000,182.329000,0.549977,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.500000,182.339000,0.550001,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.510000,182.349000,0.549977,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.520000,182.359000,0.549903,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.530000,182.369000,0.549780,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.540000,182.379000,0.549607,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.550000,182.389000,0.549386,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.560000,182.399000,0.549116,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.570000,182.409000,0.548797,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.580000,182.419000,0.548431,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.590000,182.429000,0.548016,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.600000,182.439000,0.547554,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.610000,182.449000,0.547046,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.620000,182.459000,0.546490,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.630000,182.469000,0.545889,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.640000,182.479000,0.545243,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.650000,182.489000,0.544552,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.660000,182.499000,0.543817,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.670000,182.509000,0.543039,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.680000,182.519000,0.542218,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.690000,182.529000,0.541356,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.700000,182.539000,0.540452,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.710000,182.549000,0.539509,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.720000,182.559000,0.538527,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.730000,182.569000,0.537507,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.740000,182.579000,0.536450,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.750000,182.589000,0.535357,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.760000,182.599000,0.534229,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.770000,182.609000,0.533067,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.780000,182.619000,0.531873,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.790000,182.629000,0.530647,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.800000,182.639000,0.529391,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.810000,182.649000,0.528106,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.820000,182.659000,0.526793,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.830000,182.669000,0.525454,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.840000,182.679000,0.524089,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.850000,182.689000,0.522701,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.860000,182.699000,0.521290,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.870000,182.709000,0.519859,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.880000,182.719000,0.518408,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
cmd,2.890000,182.729000,0.516938,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
