type,t_rel,t_abs,left_j1,left_j2,left_j3,left_j4,left_j5,left_j6
actual,1.636000,181.475000,0.454140,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.646000,181.485000,0.454812,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.656000,181.495000,0.455529,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.666000,181.505000,0.456289,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.676000,181.515000,0.457093,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.686000,181.525000,0.457939,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.696000,181.535000,0.458826,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.706000,181.545000,0.459754,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.716000,181.555000,0.460722,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.726000,181.565000,0.461729,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.736000,181.575000,0.462773,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.746000,181.585000,0.463854,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.756000,181.595000,0.464971,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.766000,181.605000,0.466122,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.776000,181.615000,0.467307,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.786000,181.625000,0.468524,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.796000,181.635000,0.469772,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.806000,181.645000,0.471050,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.816000,181.655000,0.472357,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.826000,181.665000,0.473691,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.836000,181.675000,0.475050,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.846000,181.685000,0.476435,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.856000,181.695000,0.477842,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.866000,181.705000,0.479272,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.876000,181.715000,0.480722,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.886000,181.725000,0.482191,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.896000,181.735000,0.483677,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.906000,181.745000,0.485180,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.916000,181.755000,0.486697,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.926000,181.765000,0.488228,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.936000,181.775000,0.489770,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.946000,181.785000,0.491322,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.956000,181.795000,0.492883,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.966000,181.805000,0.494450,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.976000,181.815000,0.496024,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.986000,181.825000,0.497601,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,1.996000,181.835000,0.499180,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.006000,181.845000,0.500761,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.016000,181.855000,0.502340,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.026000,181.865000,0.503917,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.036000,181.875000,0.505491,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.046000,181.885000,0.507059,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.056000,181.895000,0.508620,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.066000,181.905000,0.510172,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.076000,181.915000,0.511715,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.086000,181.925000,0.513246,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.096000,181.935000,0.514764,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.106000,181.945000,0.516267,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.116000,181.955000,0.517754,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.126000,181.965000,0.519224,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.136000,181.975000,0.520675,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.146000,181.985000,0.522105,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.156000,181.995000,0.523513,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.166000,182.005000,0.524899,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.176000,182.015000,0.526259,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.186000,182.025000,0.527594,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.196000,182.035000,0.528902,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.206000,182.045000,0.530181,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.216000,182.055000,0.531430,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.226000,182.065000,0.532649,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.236000,182.075000,0.533835,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.246000,182.085000,0.534987,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.256000,182.095000,0.536105,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.266000,182.105000,0.537188,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.276000,182.115000,0.538234,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.286000,182.125000,0.539242,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.296000,182.135000,0.540211,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.306000,182.145000,0.541141,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.316000,182.155000,0.542030,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.326000,182.165000,0.542878,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.336000,182.175000,0.543683,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.346000,182.185000,0.544445,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.356000,182.195000,0.545163,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.366000,182.205000,0.545837,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.376000,182.215000,0.546466,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.386000,182.225000,0.547048,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.396000,182.235000,0.547585,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.406000,182.245000,0.548074,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.416000,182.255000,0.548516,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.426000,182.265000,0.548910,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.436000,182.275000,0.549255,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.446000,182.285000,0.549552,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.456000,182.295000,0.549801,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.466000,182.305000,0.550000,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.476000,182.315000,0.550149,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.486000,182.325000,0.550249,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.496000,182.335000,0.550300,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.506000,182.345000,0.550301,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.516000,182.355000,0.550252,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.526000,182.365000,0.550154,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.536000,182.375000,0.550006,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.546000,182.385000,0.549809,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.556000,182.395000,0.549563,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.566000,182.405000,0.549268,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.576000,182.415000,0.548924,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.586000,182.425000,0.548532,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.596000,182.435000,0.548092,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.606000,182.445000,0.547605,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.616000,182.455000,0.547070,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.626000,182.465000,0.546489,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.636000,182.475000,0.545863,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.646000,182.485000,0.545191,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.656000,182.495000,0.544474,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.666000,182.505000,0.543714,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.676000,182.515000,0.542910,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.686000,182.525000,0.542064,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.696000,182.535000,0.541177,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.706000,182.545000,0.540249,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.716000,182.555000,0.539281,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.726000,182.565000,0.538274,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.736000,182.575000,0.537230,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.746000,182.585000,0.536149,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.756000,182.595000,0.535032,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.766000,182.605000,0.533881,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.776000,182.615000,0.532696,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.786000,182.625000,0.531479,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.796000,182.635000,0.530231,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.806000,182.645000,0.528953,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.816000,182.655000,0.527646,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.826000,182.665000,0.526312,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.836000,182.675000,0.524953,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.846000,182.685000,0.523568,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.856000,182.695000,0.522161,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.866000,182.705000,0.520731,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.876000,182.715000,0.519281,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.886000,182.725000,0.517812,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.896000,182.735000,0.516326,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.906000,182.745000,0.514823,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.916000,182.755000,0.513306,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.926000,182.765000,0.511775,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.936000,182.775000,0.510233,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.946000,182.785000,0.508681,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.956000,182.795000,0.507120,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.966000,182.805000,0.505553,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.976000,182.815000,0.503979,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.986000,182.825000,0.502402,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,2.996000,182.835000,0.500823,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.006000,182.845000,0.499242,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.016000,182.855000,0.497663,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.026000,182.865000,0.496086,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.036000,182.875000,0.494512,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.046000,182.885000,0.492944,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.056000,182.895000,0.491383,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.066000,182.905000,0.489831,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.076000,182.915000,0.488288,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.086000,182.925000,0.486757,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.096000,182.935000,0.485239,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.106000,182.945000,0.483736,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.116000,182.955000,0.482249,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.126000,182.965000,0.480779,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.136000,182.975000,0.479328,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.146000,182.985000,0.477898,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.156000,182.995000,0.476490,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.166000,183.005000,0.475104,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.176000,183.015000,0.473744,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.186000,183.025000,0.472409,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.196000,183.035000,0.471101,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.206000,183.045000,0.469822,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.216000,183.055000,0.468573,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.226000,183.065000,0.467354,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.236000,183.075000,0.466168,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.246000,183.085000,0.465016,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.256000,183.095000,0.463898,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.266000,183.105000,0.462815,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.276000,183.115000,0.461769,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.286000,183.125000,0.460761,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.296000,183.135000,0.459792,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.306000,183.145000,0.458862,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.316000,183.155000,0.457973,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.326000,183.165000,0.457125,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.336000,183.175000,0.456320,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.346000,183.185000,0.455558,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.356000,183.195000,0.454840,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.366000,183.205000,0.454166,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.376000,183.215000,0.453537,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.386000,183.225000,0.452955,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.396000,183.235000,0.452418,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.406000,183.245000,0.451929,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.416000,183.255000,0.451487,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.426000,183.265000,0.451093,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.436000,183.275000,0.450748,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.446000,183.285000,0.450451,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.456000,183.295000,0.450202,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.466000,183.305000,0.450003,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.476000,183.315000,0.449854,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.486000,183.325000,0.449754,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.496000,183.335000,0.449703,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.506000,183.345000,0.449702,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.516000,183.355000,0.449751,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.526000,183.365000,0.449849,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.536000,183.375000,0.449997,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.546000,183.385000,0.450194,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.556000,183.395000,0.450440,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.566000,183.405000,0.450735,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.576000,183.415000,0.451079,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.586000,183.425000,0.451471,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.596000,183.435000,0.451911,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.606000,183.445000,0.452398,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.616000,183.455000,0.452933,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.626000,183.465000,0.453514,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.636000,183.475000,0.454140,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.646000,183.485000,0.454812,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.656000,183.495000,0.455529,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.666000,183.505000,0.456289,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.676000,183.515000,0.457093,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.686000,183.525000,0.457939,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.696000,183.535000,0.458826,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.706000,183.545000,0.459754,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.716000,183.555000,0.460722,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.726000,183.565000,0.461729,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.736000,183.575000,0.462773,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.746000,183.585000,0.463854,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.756000,183.595000,0.464971,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.766000,183.605000,0.466122,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.776000,183.615000,0.467307,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.786000,183.625000,0.468524,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.796000,183.635000,0.469772,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.806000,183.645000,0.471050,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.816000,183.655000,0.472357,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.826000,183.665000,0.473691,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.836000,183.675000,0.475050,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.846000,183.685000,0.476435,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.856000,183.695000,0.477842,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.866000,183.705000,0.479272,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.876000,183.715000,0.480722,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.886000,183.725000,0.482191,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.896000,183.735000,0.483677,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.906000,183.745000,0.485180,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.916000,183.755000,0.486697,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.926000,183.765000,0.488228,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.936000,183.775000,0.489770,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.946000,183.785000,0.491322,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.956000,183.795000,0.492883,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.966000,183.805000,0.494450,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.976000,183.815000,0.496024,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.986000,183.825000,0.497601,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,3.996000,183.835000,0.499180,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.006000,183.845000,0.500761,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.016000,183.855000,0.502340,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.026000,183.865000,0.503917,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.036000,183.875000,0.505491,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.046000,183.885000,0.507059,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.056000,183.895000,0.508620,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.066000,183.905000,0.510172,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.076000,183.915000,0.511715,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.086000,183.925000,0.513246,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.096000,183.935000,0.514764,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.106000,183.945000,0.516267,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.116000,183.955000,0.517754,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.126000,183.965000,0.519224,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.136000,183.975000,0.520675,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.146000,183.985000,0.522105,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.156000,183.995000,0.523513,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.166000,184.005000,0.524899,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.176000,184.015000,0.526259,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.186000,184.025000,0.527594,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.196000,184.035000,0.528902,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.206000,184.045000,0.530181,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.216000,184.055000,0.531430,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.226000,184.065000,0.532649,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.236000,184.075000,0.533835,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.246000,184.085000,0.534987,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.256000,184.095000,0.536105,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.266000,184.105000,0.537188,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.276000,184.115000,0.538234,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.286000,184.125000,0.539242,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.296000,184.135000,0.540211,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.306000,184.145000,0.541141,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.316000,184.155000,0.542030,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.326000,184.165000,0.542878,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.336000,184.175000,0.543683,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.346000,184.185000,0.544445,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.356000,184.195000,0.545163,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.366000,184.205000,0.545837,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.376000,184.215000,0.546466,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.386000,184.225000,0.547048,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.396000,184.235000,0.547585,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.406000,184.245000,0.548074,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.416000,184.255000,0.548516,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.426000,184.265000,0.548910,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.436000,184.275000,0.549255,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.446000,184.285000,0.549552,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.456000,184.295000,0.549801,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.466000,184.305000,0.550000,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.476000,184.315000,0.550149,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.486000,184.325000,0.550249,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.496000,184.335000,0.550300,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.506000,184.345000,0.550301,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.516000,184.355000,0.550252,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.526000,184.365000,0.550154,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.536000,184.375000,0.550006,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.546000,184.385000,0.549809,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.556000,184.395000,0.549563,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.566000,184.405000,0.549268,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.576000,184.415000,0.548924,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
actual,4.586000,184.425000,0.548532,-1.049990,1.050025,-1.050024,-0.800003,-0.000007
